ts_utc,Z.CONNECTICUT,Z.MAINE,Z.NEMASSBOST,Z.NEWHAMPSHIRE,Z.RHODEISLAND,Z.SEMASS,Z.VERMONT,Z.WCMASS,ISO_NE_ZONE_AVG_DART
2025-01-01 19:00:00+00:00,-2.8374999999999986,-1.9149999999999991,-2.80833333333333,-2.909166666666671,-2.6741666666666717,-2.7049999999999983,-2.939166666666665,-2.7150000000000034,-2.687916666666667
2025-01-01 20:00:00+00:00,-6.289999999999999,-5.328333333333333,-6.570833333333333,-6.640833333333333,-6.469166666666666,-6.4808333333333366,-6.645833333333329,-6.395833333333336,-6.352708333333333
2025-01-01 21:00:00+00:00,0.17500000000000426,1.7108333333333405,0.5200000000000031,0.5625,0.34583333333333144,0.48749999999999716,-0.09000000000000341,0.4483333333333306,0.5200000000000005
2025-01-01 22:00:00+00:00,-0.24083333333333456,0.5150000000000006,-0.10166666666666657,-0.0033333333333303017,-0.25833333333332575,-0.10750000000000881,0.15166666666667084,-0.09499999999999886,-0.017499999999999183
2025-01-01 23:00:00+00:00,4.305,4.653333333333329,4.6483333333333405,4.696666666666665,4.432499999999997,4.617499999999993,4.686666666666667,4.575833333333328,4.576979166666665
2025-01-02 00:00:00+00:00,-1.0091666666666654,-0.32833333333332604,-0.8008333333333297,-0.5741666666666703,-0.9966666666666626,-0.8574999999999946,-0.20416666666666572,-0.8441666666666663,-0.7018749999999976
2025-01-02 01:00:00+00:00,3.2324999999999946,4.126666666666665,3.836666666666666,4.091666666666669,3.5633333333333326,3.760000000000005,4.11333333333333,3.6708333333333343,3.7993749999999995
2025-01-02 02:00:00+00:00,5.406666666666666,6.124166666666667,6.119166666666665,6.1583333333333385,5.977500000000006,6.105000000000004,5.872500000000002,5.915833333333332,5.959895833333335
2025-01-02 03:00:00+00:00,-0.09166666666666856,0.3233333333333306,0.12749999999999773,0.20666666666667055,-0.044166666666662024,0.03916666666666657,-0.017499999999998295,0.0658333333333303,0.07614583333333336
2025-01-02 04:00:00+00:00,3.0333333333333314,4.272500000000001,3.7366666666666646,3.835000000000001,3.619166666666665,3.5975000000000037,3.169166666666669,3.488333333333337,3.593958333333334
2025-01-02 05:00:00+00:00,3.0783333333333402,3.613333333333337,3.4466666666666654,3.5558333333333323,3.3500000000000014,3.427500000000002,3.443333333333335,3.3774999999999977,3.4115625000000014
2025-01-02 06:00:00+00:00,-1.1674999999999969,-0.9550000000000054,-1.0983333333333363,-1.034166666666664,-1.125,-1.0874999999999986,-1.0658333333333374,-1.125,-1.0822916666666673
2025-01-02 07:00:00+00:00,-1.3200000000000003,-1.1524999999999963,-1.4116666666666688,-1.3275000000000006,-1.4224999999999994,-1.4216666666666669,-1.43333333333333,-1.3783333333333303,-1.358437499999999
2025-01-02 08:00:00+00:00,0.36333333333332973,0.8850000000000051,0.38083333333333513,0.44666666666667254,0.3516666666666737,0.3716666666666626,0.11749999999999972,0.4091666666666711,0.4157291666666687
2025-01-02 09:00:00+00:00,-1.0949999999999989,-0.46333333333333826,-0.9399999999999977,-0.8316666666666706,-1.0183333333333309,-0.9733333333333292,-1.0291666666666686,-0.9408333333333303,-0.911458333333333
2025-01-02 10:00:00+00:00,0.6391666666666609,1.0899999999999963,0.9583333333333286,1.1083333333333272,0.8783333333333374,0.9308333333333323,1.12083333333333,0.9083333333333243,0.9542708333333296
2025-01-02 11:00:00+00:00,-8.845833333333339,-8.594999999999999,-9.159166666666664,-8.939999999999998,-9.053333333333327,-9.12916666666667,-8.799166666666665,-9.031666666666666,-8.944166666666666
2025-01-02 12:00:00+00:00,-7.99583333333333,-7.536666666666676,-8.306666666666665,-8.182500000000005,-8.463333333333338,-8.335,-8.33083333333333,-8.19416666666666,-8.168125
2025-01-02 13:00:00+00:00,7.42583333333333,7.766666666666673,7.87083333333333,7.846666666666671,7.579166666666666,7.833333333333336,7.652500000000003,7.819999999999993,7.724375
2025-01-02 14:00:00+00:00,12.57,13.094166666666666,13.670833333333334,13.7275,13.349166666666662,13.625833333333333,13.471666666666664,13.399166666666666,13.363541666666666
2025-01-02 15:00:00+00:00,14.175833333333337,14.88333333333334,15.549166666666665,15.41916666666667,15.267500000000005,15.575000000000003,15.040833333333332,15.149166666666666,15.132500000000002
2025-01-02 16:00:00+00:00,2.237499999999997,3.272500000000001,3.3241666666666703,3.06666666666667,3.3774999999999977,3.542499999999997,2.5941666666666663,3.001666666666665,3.052083333333333
2025-01-02 17:00:00+00:00,0.6499999999999986,1.7508333333333397,1.6866666666666603,1.4424999999999955,1.7908333333333317,1.9283333333333275,0.9616666666666589,1.3766666666666723,1.448437499999998
2025-01-02 18:00:00+00:00,2.913333333333334,3.9508333333333354,3.873333333333335,3.6683333333333294,3.884999999999998,4.084166666666661,3.2491666666666603,3.5799999999999983,3.6505208333333314
2025-01-02 19:00:00+00:00,0.5825000000000031,1.375,1.1574999999999989,1.1383333333333283,1.0683333333333351,1.3208333333333329,1.080833333333338,1.0266666666666708,1.0937500000000009
2025-01-02 20:00:00+00:00,-18.520000000000003,-17.790833333333325,-19.130833333333335,-18.898333333333333,-18.85,-18.940000000000005,-18.066666666666663,-18.822500000000005,-18.627395833333335
2025-01-02 21:00:00+00:00,-29.695833333333326,-28.995833333333337,-31.085000000000008,-30.83333333333333,-30.49666666666667,-30.755833333333328,-29.48833333333333,-30.494166666666686,-30.230625000000003
2025-01-02 22:00:00+00:00,-18.609166666666653,-17.14083333333332,-19.55416666666666,-19.23083333333335,-19.24833333333332,-19.251666666666665,-17.974166666666676,-19.125,-18.766770833333332
