interval_start_utc,iso_avg_6h_price,iso_avg_6h_cov,iso_avg_6h_avg_hourly_price_diff,iso_avg_6h_price_spread
2025-01-01 18:00:00+00:00,34.108125,0.2866059348294045,7.587499999999999,22.7625
2025-01-02 00:00:00+00:00,37.18958333333334,0.1369794098713591,2.7245,13.6225
2025-01-02 18:00:00+00:00,31.731250000000003,0.2569046470330992,4.021000000000001,18.9875
2025-01-03 00:00:00+00:00,32.5725,0.1650299066532601,2.721,13.605
2025-01-03 18:00:00+00:00,26.76333333333333,0.1472389048832965,2.4205,10.72
2025-01-04 00:00:00+00:00,31.455416666666665,0.0696833737662463,2.658,6.422499999999999
2025-01-04 18:00:00+00:00,33.13125,0.3591295796541363,8.761,28.8375
2025-01-05 00:00:00+00:00,31.89125,0.1481442781277937,3.1979999999999995,13.005
2025-01-05 18:00:00+00:00,26.70208333333333,0.0961652408530285,1.3190000000000002,5.890000000000001
2025-01-06 00:00:00+00:00,28.45875,0.0881245139620524,1.1295000000000002,5.605
2025-01-06 18:00:00+00:00,36.59041666666667,0.2834385048147028,5.789,26.2
2025-01-07 00:00:00+00:00,49.82666666666667,0.1389294323815927,3.8125,19.0625
2025-01-07 18:00:00+00:00,34.56999999999999,0.1916362026867266,3.984,17.1425
2025-01-08 00:00:00+00:00,42.24958333333333,0.0968769575494549,2.125,10.624999999999998
2025-01-08 18:00:00+00:00,34.63333333333333,0.1972303768430094,4.114,17.525
2025-01-09 00:00:00+00:00,46.78375,0.2112912204466126,5.406500000000001,22.835
2025-01-09 18:00:00+00:00,32.23416666666667,0.1132476178906139,2.044,8.1825
2025-01-10 00:00:00+00:00,34.16583333333333,0.1201821980179982,2.031,10.095
2025-01-10 18:00:00+00:00,34.461666666666666,0.1674415660503466,2.9425,14.099999999999998
2025-01-11 00:00:00+00:00,36.17375,0.0553170383048947,1.5780000000000003,5.560000000000002
2025-01-11 18:00:00+00:00,32.1725,0.178266448781585,3.369,14.59
2025-01-12 00:00:00+00:00,35.614999999999995,0.0615980957767675,0.9999999999999996,4.9825
2025-01-12 18:00:00+00:00,30.379583333333333,0.2318822496510592,3.658,16.784999999999997
2025-01-13 00:00:00+00:00,32.995416666666664,0.1206423888271135,2.192,10.96
2025-01-13 18:00:00+00:00,31.873750000000005,0.2373702924546007,4.086,19.365
2025-01-14 00:00:00+00:00,40.73083333333334,0.1233143546906613,2.9939999999999998,12.329999999999998
2025-01-14 18:00:00+00:00,30.164166666666667,0.1782422462749813,3.0820000000000003,13.575
2025-01-15 00:00:00+00:00,38.37375,0.1014910926241978,3.079,10.965
2025-01-15 18:00:00+00:00,34.334999999999994,0.2672504207910666,5.2065,23.65
2025-01-16 00:00:00+00:00,37.95458333333333,0.1826797851452939,3.7975,18.9875
