ts_utc,avg_dart,avg_price_diff,cov_price,price_spread,cluster
2025-01-02 00:00:00+00:00,7.1893923611111115,4.6135,0.21596764390607096,22.29625,0
2025-01-03 00:00:00+00:00,-7.441302083333333,2.3085,0.12132606467922265,9.31875,3
2025-01-04 00:00:00+00:00,4.226006944444444,2.8695000000000004,0.0969953999164796,8.5075,3
2025-01-05 00:00:00+00:00,0.2182307449494947,0.5372500000000002,0.026409072177956752,1.625,3
2025-01-06 00:00:00+00:00,9.72685763888889,2.498,0.13156777892721475,12.310000000000002,0
2025-01-07 00:00:00+00:00,8.385086805555556,5.90375,0.23798758156843405,28.67875,2
2025-01-08 00:00:00+00:00,6.454357638888888,6.03725,0.25797553343581275,30.041249999999998,2
2025-01-09 00:00:00+00:00,3.2922048611111103,5.2219999999999995,0.22930722350206323,25.112500000000004,2
2025-01-10 00:00:00+00:00,-0.3969791666666669,0.9850000000000001,0.0392466456555662,3.23125,3
2025-01-11 00:00:00+00:00,4.977829861111111,1.6767500000000004,0.0609845133119333,6.032500000000001,3
2025-01-12 00:00:00+00:00,2.914270833333333,1.1657499999999998,0.0622955171351488,5.271249999999999,3
2025-01-13 00:00:00+00:00,3.808802083333333,2.8027499999999996,0.1570144995568589,13.247499999999999,0
2025-01-14 00:00:00+00:00,1.3872222222222224,4.68125,0.2314039962732264,22.908750000000005,0
2025-01-15 00:00:00+00:00,-13.924218750000001,2.94675,0.1134208163956674,13.203749999999998,5
2025-01-16 00:00:00+00:00,5.828645833333333,4.1770000000000005,0.2156011064679641,20.34875,0
2025-01-17 00:00:00+00:00,-26.55673611111111,3.2757499999999995,0.1788138394825617,15.882499999999999,5
2025-01-18 00:00:00+00:00,3.929079861111111,1.3480000000000003,0.0462746817840302,4.05625,3
2025-01-19 00:00:00+00:00,16.628906250000004,4.44825,0.1063921036601634,18.03125,0
2025-01-20 00:00:00+00:00,54.06506597222223,19.84975,0.2899175966278256,95.345,1
2025-01-21 00:00:00+00:00,-19.192378472222227,11.9885,0.19258377285478226,59.4025,2
2025-01-22 00:00:00+00:00,45.11798611111111,29.787749999999992,0.44035887813840935,144.10125,1
2025-01-23 00:00:00+00:00,24.167881944444446,17.33975,0.4024764601604931,83.315,4
2025-01-24 00:00:00+00:00,3.1399479166666664,6.4190000000000005,0.2593428131489309,31.842499999999998,2
2025-01-25 00:00:00+00:00,-0.5581597222222231,2.274000000000001,0.09126600343602234,8.82125,3
2025-01-26 00:00:00+00:00,-0.29487847222222224,1.6994999999999998,0.07818363126198655,6.200000000000001,3
2025-01-27 00:00:00+00:00,5.698109217171717,3.23275,0.1817121197123754,15.9725,0
2025-01-28 00:00:00+00:00,1.799062500000001,6.166,0.3069886697842606,30.785,2
2025-01-29 00:00:00+00:00,2.8019554924242422,3.19875,0.2079919242985138,14.91625,0
2025-01-30 00:00:00+00:00,-11.462916666666668,1.54325,0.0819747495139938,5.8825,5
2025-01-31 00:00:00+00:00,3.3360419823232323,1.553,0.1156232301764934,6.9350000000000005,3
2025-02-01 00:00:00+00:00,1.52140625,1.2240000000000004,0.0913842318177234,5.358750000000001,3
2025-02-02 00:00:00+00:00,-13.54472222222222,1.9285,0.1252291386126492,8.0325,5
2025-02-03 00:00:00+00:00,3.107829861111111,3.2922499999999992,0.23016011839958916,15.72,0
2025-02-04 00:00:00+00:00,2.033281250000001,1.52525,0.08749430796139834,5.487500000000001,3
2025-02-05 00:00:00+00:00,-2.771128472222222,1.3512499999999996,0.06142531191345316,4.40625,3
2025-02-06 00:00:00+00:00,-1.043802083333333,0.83725,0.0477365109233091,3.0587500000000007,3
2025-02-07 00:00:00+00:00,0.27239583333333306,1.3057499999999997,0.06613977067989794,4.622499999999999,3
2025-02-08 00:00:00+00:00,-0.8164409722222219,0.7525000000000003,0.03812385642745315,2.8237500000000004,3
2025-02-09 00:00:00+00:00,0.4757986111111113,0.7122499999999996,0.0230083864888544,1.6199999999999997,3
