interval_start_utc,ARKANSAS,LOUISIANA,MS,TEXAS,SOUTH_MISO_avg_DART
2025-01-02 00:00:00+00:00,7.309166666666663,18.706666666666667,7.752500000000001,13.36,11.782083333333333
2025-01-02 01:00:00+00:00,6.484166666666667,17.274166666666662,6.915833333333335,12.178333333333335,10.713125
2025-01-02 02:00:00+00:00,4.338333333333331,14.07,4.494166666666668,9.243333333333332,8.036458333333332
2025-01-02 03:00:00+00:00,6.521666666666668,13.385833333333334,6.534999999999997,7.996666666666663,8.609791666666666
2025-01-02 04:00:00+00:00,4.162500000000001,11.798333333333332,4.476666666666663,5.245000000000001,6.420624999999999
2025-01-02 05:00:00+00:00,3.1999999999999993,4.451666666666668,3.424166666666668,3.885833333333334,3.7404166666666674
2025-01-03 00:00:00+00:00,-1.590833333333336,-1.0124999999999957,-4.660000000000004,4.147500000000001,-0.7789583333333336
2025-01-03 01:00:00+00:00,4.043333333333333,-7.434999999999995,0.5283333333333289,10.430833333333336,1.8918750000000006
2025-01-03 02:00:00+00:00,5.450833333333332,6.193333333333328,4.642500000000002,9.317499999999999,6.401041666666665
2025-01-03 03:00:00+00:00,4.530833333333337,0.09749999999999659,2.9158333333333353,6.547499999999999,3.522916666666667
2025-01-03 04:00:00+00:00,3.6241666666666674,3.820000000000004,3.5533333333333346,4.5,3.8743750000000015
2025-01-03 05:00:00+00:00,0.7508333333333361,1.2475000000000023,0.3683333333333323,1.2916666666666714,0.9145833333333355
2025-01-04 00:00:00+00:00,-0.8324999999999996,-0.32499999999999574,-0.9400000000000013,0.25,-0.46187499999999915
2025-01-04 01:00:00+00:00,4.79666666666667,5.053333333333331,4.046666666666667,6.014166666666668,4.977708333333334
2025-01-04 02:00:00+00:00,3.0858333333333334,3.082500000000003,2.4691666666666663,3.825833333333332,3.1158333333333337
2025-01-04 03:00:00+00:00,2.634166666666669,3.1958333333333293,2.667499999999997,4.054166666666667,3.1379166666666656
2025-01-04 04:00:00+00:00,2.538333333333334,2.748333333333335,2.706666666666667,2.588333333333331,2.6454166666666667
2025-01-04 05:00:00+00:00,10.199166666666667,8.661666666666665,8.84083333333334,9.95,9.412916666666668
2025-01-05 00:00:00+00:00,4.974166666666669,6.119999999999997,4.590833333333329,6.611666666666672,5.574166666666667
2025-01-05 01:00:00+00:00,-0.25583333333332803,0.07166666666666544,-0.4375000000000071,0.29416666666666913,-0.08187500000000014
2025-01-05 02:00:00+00:00,2.2691666666666706,2.5058333333333316,2.0083333333333364,3.240833333333331,2.5060416666666674
2025-01-05 03:00:00+00:00,6.269166666666667,6.73,6.314999999999998,6.473333333333333,6.4468749999999995
2025-01-05 04:00:00+00:00,1.8041666666666636,2.3900000000000006,1.9950000000000045,1.6741666666666681,1.9658333333333342
2025-01-05 05:00:00+00:00,-0.8241666666666667,-0.49416666666666487,-0.9224999999999994,-0.9816666666666656,-0.8056249999999991
2025-01-06 00:00:00+00:00,0.9191666666666656,1.9316666666666684,1.3733333333333348,1.870000000000001,1.5235416666666675
2025-01-06 01:00:00+00:00,0.43583333333333485,1.8791666666666735,1.3666666666666671,1.5166666666666657,1.2995833333333353
2025-01-06 02:00:00+00:00,1.1508333333333312,2.9108333333333327,2.3400000000000034,2.5166666666666657,2.2295833333333333
2025-01-06 03:00:00+00:00,1.8816666666666677,2.5749999999999993,1.9824999999999982,2.966666666666665,2.3514583333333325
2025-01-06 04:00:00+00:00,2.1774999999999984,2.615000000000002,2.239166666666666,2.9208333333333343,2.488125
2025-01-06 05:00:00+00:00,2.7250000000000014,3.6975000000000016,3.144166666666667,3.616666666666667,3.2958333333333343
2025-01-07 00:00:00+00:00,24.392500000000005,25.000833333333333,24.79333333333333,23.851666666666667,24.50958333333333
2025-01-07 01:00:00+00:00,21.831666666666663,22.25833333333334,22.20916666666667,21.11166666666667,21.85270833333334
2025-01-07 02:00:00+00:00,19.535,20.342499999999994,20.215833333333336,19.02166666666666,19.77875
2025-01-07 03:00:00+00:00,15.675833333333333,16.349166666666672,16.426666666666666,14.772500000000004,15.806041666666669
2025-01-07 04:00:00+00:00,14.185833333333335,14.994166666666668,15.004166666666666,13.482500000000002,14.416666666666668
2025-01-07 05:00:00+00:00,10.29,10.953333333333337,10.924166666666665,9.584166666666665,10.437916666666666
2025-01-08 00:00:00+00:00,3.414999999999999,3.305833333333325,2.9866666666666575,2.397500000000001,3.0262499999999957
2025-01-08 01:00:00+00:00,2.929166666666667,2.7408333333333275,2.4825000000000017,2.2108333333333334,2.5908333333333324
2025-01-08 02:00:00+00:00,6.267499999999998,6.565000000000005,6.2691666666666634,5.755833333333335,6.214375
2025-01-08 03:00:00+00:00,6.825000000000003,7.017499999999998,6.801666666666662,6.285000000000004,6.732291666666667
2025-01-08 04:00:00+00:00,7.290833333333332,7.487499999999997,7.43333333333333,6.468333333333334,7.169999999999998
2025-01-08 05:00:00+00:00,0.10583333333332945,0.5308333333333266,-0.24083333333333456,-0.22833333333333172,0.04187499999999744
2025-01-09 00:00:00+00:00,35.424166666666665,4.32,3.7749999999999986,3.5124999999999957,11.757916666666665
2025-01-09 01:00:00+00:00,37.59666666666667,12.185833333333328,11.080833333333338,11.30083333333333,18.041041666666665
2025-01-09 02:00:00+00:00,34.640833333333326,8.58166666666667,7.630833333333328,7.861666666666672,14.678749999999999
2025-01-09 03:00:00+00:00,5.712499999999999,5.616666666666667,5.519999999999996,5.576666666666668,5.606458333333332
2025-01-09 04:00:00+00:00,8.304166666666664,7.163333333333334,5.62166666666667,7.502499999999994,7.147916666666665
2025-01-09 05:00:00+00:00,3.5408333333333353,4.035,5.013333333333332,1.4991666666666639,3.522083333333333
2025-01-10 00:00:00+00:00,-0.45666666666667055,-0.3533333333333317,-0.8408333333333289,-2.1725000000000065,-0.9558333333333344
2025-01-10 01:00:00+00:00,3.5416666666666643,2.058333333333337,1.7216666666666711,0.6583333333333314,1.995000000000001
2025-01-10 02:00:00+00:00,2.3125,2.8983333333333405,2.772500000000001,1.2749999999999986,2.314583333333335
2025-01-10 03:00:00+00:00,2.924166666666668,2.860833333333332,2.5066666666666677,2.640833333333333,2.7331250000000002
2025-01-10 04:00:00+00:00,2.386666666666663,1.7325000000000017,1.4400000000000013,1.5641666666666687,1.7808333333333337
2025-01-10 05:00:00+00:00,-1.3466666666666676,-0.303333333333331,-0.5266666666666673,-2.407499999999999,-1.1460416666666662
2025-01-11 00:00:00+00:00,0.9866666666666646,-1.4558333333333309,-2.1724999999999994,-1.4883333333333297,-1.0324999999999989
2025-01-11 01:00:00+00:00,-0.33833333333333826,-1.9441666666666606,-2.455833333333331,-2.0775000000000006,-1.7039583333333326
2025-01-11 02:00:00+00:00,1.4808333333333294,0.16916666666666202,-0.14416666666666345,-0.24416666666666487,0.3154166666666658
2025-01-11 03:00:00+00:00,1.6716666666666669,0.9283333333333346,-0.514166666666668,0.5258333333333312,0.6529166666666661
2025-01-11 04:00:00+00:00,1.5066666666666642,0.875,-0.4825000000000017,0.26916666666666345,0.5420833333333315
2025-01-11 05:00:00+00:00,4.762499999999999,4.704166666666666,3.3066666666666684,3.778333333333336,4.137916666666667
2025-01-12 00:00:00+00:00,3.3683333333333394,3.9791666666666643,3.5016666666666723,3.2666666666666657,3.5289583333333354
2025-01-12 01:00:00+00:00,5.592500000000005,6.1175,5.397500000000001,5.419166666666669,5.631666666666669
2025-01-12 02:00:00+00:00,7.211666666666666,7.821666666666665,7.080000000000002,6.996666666666666,7.2775
2025-01-12 03:00:00+00:00,5.160833333333333,5.584166666666665,4.990833333333338,4.746666666666666,5.120625
2025-01-12 04:00:00+00:00,4.739999999999998,5.287499999999998,4.670000000000002,4.424166666666665,4.780416666666666
2025-01-12 05:00:00+00:00,4.177499999999998,4.572500000000002,4.681666666666661,3.408333333333335,4.209999999999999
2025-01-13 00:00:00+00:00,3.3658333333333346,3.519999999999996,3.324166666666663,3.544166666666669,3.4385416666666657
2025-01-13 01:00:00+00:00,2.467500000000001,2.272500000000001,2.24583333333333,2.7933333333333366,2.444791666666667
2025-01-13 02:00:00+00:00,2.495000000000001,2.8183333333333316,2.6308333333333316,2.8183333333333316,2.690624999999999
2025-01-13 03:00:00+00:00,1.9608333333333334,2.266666666666662,2.1333333333333364,2.0883333333333347,2.1122916666666667
2025-01-13 04:00:00+00:00,4.03833333333333,3.9991666666666674,3.5616666666666674,4.46083333333333,4.014999999999999
2025-01-13 05:00:00+00:00,1.1291666666666629,1.1116666666666681,0.7366666666666646,1.5133333333333354,1.1227083333333328
2025-01-14 00:00:00+00:00,11.782499999999999,10.905000000000001,10.109166666666667,11.251666666666665,11.012083333333333
2025-01-14 01:00:00+00:00,6.842500000000001,5.729166666666664,5.098333333333336,4.475833333333334,5.536458333333334
2025-01-14 02:00:00+00:00,7.347499999999997,6.336666666666673,5.64083333333334,5.181666666666665,6.126666666666669
2025-01-14 03:00:00+00:00,9.709166666666665,12.863333333333333,12.202500000000004,13.149166666666662,11.981041666666666
2025-01-14 04:00:00+00:00,-1.7000000000000028,0.8749999999999929,0.2466666666666697,1.55416666666666,0.24395833333332995
2025-01-14 05:00:00+00:00,5.430000000000003,7.612500000000001,6.168333333333333,6.462500000000002,6.418333333333335
2025-01-15 00:00:00+00:00,-2.900833333333331,-2.524166666666666,-4.751666666666665,-1.9808333333333366,-3.0393749999999997
2025-01-15 01:00:00+00:00,-15.212500000000006,-13.380833333333335,-15.30833333333333,-12.287500000000001,-14.047291666666668
2025-01-15 02:00:00+00:00,-13.91833333333333,-13.05833333333333,-15.055000000000007,-11.704166666666673,-13.433958333333335
2025-01-15 03:00:00+00:00,-2.0374999999999943,0.9091666666666711,-1.5200000000000031,1.1133333333333368,-0.38374999999999737
2025-01-15 04:00:00+00:00,-5.2425,-1.2725000000000009,-3.0233333333333334,-2.176666666666666,-2.92875
2025-01-15 05:00:00+00:00,1.6649999999999991,5.892499999999998,2.751666666666665,6.001666666666665,4.077708333333332
2025-01-16 00:00:00+00:00,11.144166666666663,16.865833333333335,16.131666666666668,13.413333333333334,14.38875
2025-01-16 01:00:00+00:00,8.760000000000002,12.313333333333329,11.437499999999996,9.630833333333332,10.535416666666663
2025-01-16 02:00:00+00:00,8.361666666666668,11.487500000000004,10.712499999999999,8.895833333333329,9.864374999999999
2025-01-16 03:00:00+00:00,4.919166666666666,8.955833333333334,8.12916666666667,6.654166666666665,7.164583333333334
2025-01-16 04:00:00+00:00,1.3466666666666676,5.824166666666667,4.774999999999999,4.209999999999997,4.0389583333333325
2025-01-16 05:00:00+00:00,5.29666666666667,5.1924999999999955,3.995000000000001,5.791666666666668,5.068958333333334
2025-01-17 00:00:00+00:00,10.082500000000003,14.281666666666666,11.250833333333333,5.196666666666665,10.202916666666667
2025-01-17 01:00:00+00:00,8.586363636363629,12.702727272727273,10.259090909090908,2.557272727272732,8.526363636363635
2025-01-17 02:00:00+00:00,-0.9583333333333357,-3.1483333333333334,-3.975833333333334,-4.150833333333331,-3.0583333333333336
2025-01-17 03:00:00+00:00,4.560833333333331,2.6908333333333374,1.3783333333333303,0.552500000000002,2.2956250000000002
2025-01-17 04:00:00+00:00,7.248333333333335,4.397499999999997,3.636666666666663,4.526666666666664,4.952291666666665
2025-01-17 05:00:00+00:00,2.2791666666666686,0.3924999999999983,-0.14750000000000085,0.12750000000000128,0.6629166666666668
2025-01-18 00:00:00+00:00,-129.40416666666667,-128.08499999999998,-129.86583333333334,-125.81666666666665,-128.29291666666666
2025-01-18 01:00:00+00:00,-20.618333333333332,-24.139166666666664,-22.16333333333333,-25.992500000000003,-23.22833333333333
2025-01-18 02:00:00+00:00,-17.040000000000006,-12.779166666666665,-13.264166666666668,-11.586666666666673,-13.667500000000004
2025-01-18 03:00:00+00:00,-30.06416666666667,-26.709999999999997,-27.133333333333333,-25.98833333333333,-27.473958333333332
2025-01-18 04:00:00+00:00,-24.209166666666665,-23.22916666666667,-24.958333333333332,-23.081666666666663,-23.86958333333333
2025-01-18 05:00:00+00:00,-3.7825000000000024,-2.7808333333333337,-5.685000000000002,-3.4308333333333323,-3.9197916666666677
2025-01-19 00:00:00+00:00,21.72583333333333,22.005000000000003,20.679999999999996,20.84499999999999,21.313958333333332
2025-01-19 01:00:00+00:00,22.1425,23.558333333333334,21.79583333333333,21.94666666666667,22.360833333333336
2025-01-19 02:00:00+00:00,18.224999999999998,19.754999999999995,16.00333333333333,18.53333333333333,18.129166666666663
2025-01-19 03:00:00+00:00,14.110000000000003,16.82416666666667,10.949166666666663,14.415833333333332,14.074791666666668
2025-01-19 04:00:00+00:00,16.42916666666667,20.513333333333332,12.7725,17.37333333333333,16.772083333333335
2025-01-19 05:00:00+00:00,23.231666666666666,28.46083333333333,21.155,24.237499999999994,24.27125
2025-01-20 00:00:00+00:00,22.466666666666654,21.55416666666666,20.292500000000004,21.95583333333333,21.567291666666662
2025-01-20 01:00:00+00:00,49.349999999999994,51.81666666666666,49.67999999999999,46.44916666666667,49.32395833333332
2025-01-20 02:00:00+00:00,48.144999999999996,50.85666666666667,49.41,42.67833333333334,47.7725
2025-01-20 03:00:00+00:00,42.26833333333333,42.66666666666667,42.69499999999999,39.82000000000001,41.8625
2025-01-20 04:00:00+00:00,54.04583333333333,53.000833333333325,51.035833333333336,56.010833333333345,53.52333333333333
2025-01-20 05:00:00+00:00,42.54749999999999,42.52833333333334,41.31833333333333,41.56166666666667,41.98895833333333
2025-01-21 00:00:00+00:00,76.1975,43.53333333333332,43.565833333333345,47.62416666666667,52.73020833333334
2025-01-21 01:00:00+00:00,49.325833333333335,19.056666666666658,17.59083333333332,26.29166666666667,28.066249999999997
2025-01-21 02:00:00+00:00,63.227500000000006,20.951666666666668,19.305000000000007,27.772500000000008,32.81416666666667
2025-01-21 03:00:00+00:00,29.349166666666676,4.901666666666671,0.4991666666666532,16.421666666666667,12.792916666666667
2025-01-21 04:00:00+00:00,19.50500000000001,12.064999999999998,6.319166666666675,17.554166666666674,13.86083333333334
2025-01-21 05:00:00+00:00,18.40416666666667,10.155833333333334,6.3641666666666765,16.445833333333326,12.842500000000001
2025-01-22 00:00:00+00:00,-11.5625,-119.57666666666668,-96.68416666666667,26.792500000000018,-50.25770833333333
2025-01-22 01:00:00+00:00,-38.06833333333336,-70.53999999999999,-81.0291666666667,-8.941666666666663,-49.64479166666668
2025-01-22 02:00:00+00:00,-1.6649999999999636,-48.481666666666655,-71.21083333333334,-18.810000000000002,-35.04187499999999
2025-01-22 03:00:00+00:00,34.14083333333333,23.909166666666664,21.011666666666684,30.27916666666667,27.335208333333338
2025-01-22 04:00:00+00:00,20.226666666666674,16.156666666666652,12.90666666666668,20.257500000000007,17.386875000000003
2025-01-22 05:00:00+00:00,59.85500000000001,57.687500000000014,58.01083333333334,61.358333333333334,59.22791666666667
2025-01-23 00:00:00+00:00,19.543333333333337,11.894166666666663,17.411666666666676,17.610833333333332,16.615000000000002
2025-01-23 01:00:00+00:00,14.829166666666666,9.24666666666667,11.63583333333333,11.730833333333344,11.860625000000002
2025-01-23 02:00:00+00:00,10.148333333333333,6.32833333333334,9.854999999999997,9.70583333333333,9.009375
2025-01-23 03:00:00+00:00,19.964999999999996,8.100000000000001,24.630000000000003,23.740000000000002,19.10875
2025-01-23 04:00:00+00:00,17.273333333333333,0.8275000000000006,21.801666666666662,20.188333333333333,15.022708333333332
2025-01-23 05:00:00+00:00,8.980833333333333,40.93999999999999,17.74,7.574999999999999,18.80895833333333
2025-01-24 00:00:00+00:00,-7.614166666666669,5.495833333333337,-0.5708333333333329,-8.676666666666662,-2.841458333333332
2025-01-24 01:00:00+00:00,-5.263333333333335,16.86,6.521666666666661,-6.914166666666667,2.8010416666666647
2025-01-24 02:00:00+00:00,-9.408333333333331,7.833333333333336,2.0533333333333346,-13.152499999999996,-3.1685416666666644
2025-01-24 03:00:00+00:00,-3.150833333333331,6.239166666666669,7.465833333333336,-4.700833333333328,1.4633333333333365
2025-01-24 04:00:00+00:00,-4.244166666666672,2.134999999999998,4.778333333333329,-3.2225000000000037,-0.1383333333333372
2025-01-24 05:00:00+00:00,3.3908333333333296,5.295833333333331,3.398333333333337,4.616666666666667,4.175416666666666
2025-01-25 00:00:00+00:00,12.7425,11.04,11.800833333333337,12.362499999999997,11.986458333333333
2025-01-25 01:00:00+00:00,5.358333333333334,5.210833333333333,4.930833333333339,4.272500000000001,4.943125000000002
2025-01-25 02:00:00+00:00,5.685833333333335,5.237500000000004,5.123333333333328,4.447499999999998,5.123541666666666
2025-01-25 03:00:00+00:00,5.3658333333333275,4.725833333333334,4.74666666666667,5.357499999999995,5.048958333333331
2025-01-25 04:00:00+00:00,5.342499999999998,5.138333333333335,5.142499999999995,5.581666666666667,5.301249999999999
2025-01-25 05:00:00+00:00,2.434999999999995,1.8441666666666663,1.2175000000000011,2.1625000000000014,1.914791666666666
2025-01-26 00:00:00+00:00,1.254999999999999,0.18333333333333712,1.551666666666673,-0.529999999999994,0.6150000000000038
