ts_utc,SOUTH_MISO_6H_AVG_DART
2025-01-01 18:00:00+00:00,8.346718749999999
2025-01-02 00:00:00+00:00,8.217083333333333
2025-01-02 18:00:00+00:00,-14.026631944444444
2025-01-03 00:00:00+00:00,2.637638888888889
2025-01-03 18:00:00+00:00,1.4953819444444445
2025-01-04 00:00:00+00:00,3.8046527777777777
2025-01-04 18:00:00+00:00,4.970069444444444
2025-01-05 00:00:00+00:00,2.6009027777777782
2025-01-05 18:00:00+00:00,-0.1011458333333331
2025-01-06 00:00:00+00:00,2.198020833333334
2025-01-06 18:00:00+00:00,8.293576388888889
2025-01-07 00:00:00+00:00,17.80027777777778
2025-01-07 18:00:00+00:00,0.129895833333333
2025-01-08 00:00:00+00:00,4.295937499999998
2025-01-08 18:00:00+00:00,6.065451388888889
2025-01-09 00:00:00+00:00,10.125694444444443
2025-01-09 18:00:00+00:00,-3.3791666666666664
2025-01-10 00:00:00+00:00,1.120277777777778
2025-01-10 18:00:00+00:00,1.097847222222222
2025-01-11 00:00:00+00:00,0.4853124999999998
2025-01-11 18:00:00+00:00,6.568506944444444
2025-01-12 00:00:00+00:00,5.091527777777778
2025-01-12 18:00:00+00:00,1.1650694444444447
2025-01-13 00:00:00+00:00,2.6373263888888885
2025-01-13 18:00:00+00:00,7.289826388888891
2025-01-14 00:00:00+00:00,6.886423611111112
2025-01-14 18:00:00+00:00,-3.5859722222222223
2025-01-15 00:00:00+00:00,-4.959236111111111
2025-01-15 18:00:00+00:00,6.776458333333333
2025-01-16 00:00:00+00:00,8.51017361111111
2025-01-16 18:00:00+00:00,5.784270833333333
2025-01-17 00:00:00+00:00,3.930296717171717
2025-01-17 18:00:00+00:00,-12.25107638888889
2025-01-18 00:00:00+00:00,-36.74201388888888
2025-01-18 18:00:00+00:00,17.900000000000002
2025-01-19 00:00:00+00:00,19.48701388888889
2025-01-19 18:00:00+00:00,27.63895833333333
2025-01-20 00:00:00+00:00,42.67309027777778
2025-01-20 18:00:00+00:00,24.27586805555556
2025-01-21 00:00:00+00:00,25.5178125
2025-01-21 18:00:00+00:00,-56.48124999999999
2025-01-22 00:00:00+00:00,-5.165729166666665
2025-01-22 18:00:00+00:00,11.954513888888888
2025-01-23 00:00:00+00:00,15.07090277777778
2025-01-23 18:00:00+00:00,5.676180555555555
2025-01-24 00:00:00+00:00,0.3819097222222223
2025-01-24 18:00:00+00:00,5.836631944444444
2025-01-25 00:00:00+00:00,5.719687499999999
2025-01-25 18:00:00+00:00,-1.8126041666666663
2025-01-26 00:00:00+00:00,1.6538888888888887
2025-01-26 18:00:00+00:00,-0.7495138888888899
2025-01-27 00:00:00+00:00,0.2602777777777785
2025-01-27 18:00:00+00:00,8.295486111111112
2025-01-28 00:00:00+00:00,-7.0654166666666685
2025-01-28 18:00:00+00:00,3.222272727272728
2025-01-29 00:00:00+00:00,0.7056250000000003
2025-01-29 18:00:00+00:00,-2.7021527777777776
