datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr
1/13/2025 5:00:00 AM,1/13/2025 12:00:00 AM,1/13/2025 6:00:00 AM,1/13/2025 1:00:00 AM,11.50,4.58,94652.60400,121.87942,388.74636,258.25482,194.13149,5202.74,7687.79
1/13/2025 4:00:00 AM,1/12/2025 11:00:00 PM,1/13/2025 5:00:00 AM,1/13/2025 12:00:00 AM,23.48,2.43,96838.16800,1930.52510,560.25611,226.06686,403.22919,14805.91,3426.97
1/13/2025 3:00:00 AM,1/12/2025 10:00:00 PM,1/13/2025 4:00:00 AM,1/12/2025 11:00:00 PM,24.16,2.40,100093.45900,1791.32205,547.29855,220.59695,404.33474,15125.71,4019.61
1/13/2025 2:00:00 AM,1/12/2025 9:00:00 PM,1/13/2025 3:00:00 AM,1/12/2025 10:00:00 PM,50.44,2.12,103454.44600,1341.95550,550.21533,220.95772,407.93960,31759.63,3934.23
1/13/2025 1:00:00 AM,1/12/2025 8:00:00 PM,1/13/2025 2:00:00 AM,1/12/2025 9:00:00 PM,37.45,1.77,105904.72800,1202.11151,566.03209,220.90314,430.08824,24375.48,3744.29
1/13/2025 12:00:00 AM,1/12/2025 7:00:00 PM,1/13/2025 1:00:00 AM,1/12/2025 8:00:00 PM,35.09,2.65,106434.68900,1204.70203,555.73836,215.01015,420.55760,22305.29,4460.83
1/12/2025 11:00:00 PM,1/12/2025 6:00:00 PM,1/13/2025 12:00:00 AM,1/12/2025 7:00:00 PM,53.75,2.55,106687.90100,1901.08066,567.93944,226.17725,425.60836,34995.06,5048.02
1/12/2025 10:00:00 PM,1/12/2025 5:00:00 PM,1/12/2025 11:00:00 PM,1/12/2025 6:00:00 PM,28.51,2.91,104116.07200,16139.45360,552.16602,225.70895,407.73684,18075.72,4797.85
1/12/2025 9:00:00 PM,1/12/2025 4:00:00 PM,1/12/2025 10:00:00 PM,1/12/2025 5:00:00 PM,20.77,5.14,98602.05500,4337.38911,550.35988,220.05198,385.88004,12698.51,7274.54
1/12/2025 8:00:00 PM,1/12/2025 3:00:00 PM,1/12/2025 9:00:00 PM,1/12/2025 4:00:00 PM,9.30,1.40,94681.21800,498.54963,389.78720,220.70236,224.03462,4110.01,1534.13
1/12/2025 7:00:00 PM,1/12/2025 2:00:00 PM,1/12/2025 8:00:00 PM,1/12/2025 3:00:00 PM,2.23,2.38,93476.82800,954.90345,390.01709,300.50841,144.64411,993.99,2868.01
1/12/2025 6:00:00 PM,1/12/2025 1:00:00 PM,1/12/2025 7:00:00 PM,1/12/2025 2:00:00 PM,5.43,0.00,93700.80500,1695.08134,418.30505,238.43395,186.78122,2311.48,0.00
1/12/2025 5:00:00 PM,1/12/2025 12:00:00 PM,1/12/2025 6:00:00 PM,1/12/2025 1:00:00 PM,7.92,1.12,94596.38900,2493.99632,392.42074,260.34995,189.09185,3557.34,1885.36
1/12/2025 4:00:00 PM,1/12/2025 11:00:00 AM,1/12/2025 5:00:00 PM,1/12/2025 12:00:00 PM,16.61,2.91,96019.73500,2231.41857,376.03730,273.75899,154.40351,7126.94,2982.50
1/12/2025 3:00:00 PM,1/12/2025 10:00:00 AM,1/12/2025 4:00:00 PM,1/12/2025 11:00:00 AM,18.40,2.96,98517.73700,1803.45508,388.44095,202.61590,244.41145,8270.11,2951.62
1/12/2025 2:00:00 PM,1/12/2025 9:00:00 AM,1/12/2025 3:00:00 PM,1/12/2025 10:00:00 AM,30.94,1.13,101493.10800,1311.55879,343.75190,193.65065,204.42554,12084.03,2399.79
1/12/2025 1:00:00 PM,1/12/2025 8:00:00 AM,1/12/2025 2:00:00 PM,1/12/2025 9:00:00 AM,68.30,1.06,103648.19500,1508.99216,541.17569,273.70509,356.64088,42007.57,3427.57
1/12/2025 12:00:00 PM,1/12/2025 7:00:00 AM,1/12/2025 1:00:00 PM,1/12/2025 8:00:00 AM,46.89,2.57,102728.45700,18303.01789,588.89632,204.35336,420.69759,29424.98,3567.52
1/12/2025 11:00:00 AM,1/12/2025 6:00:00 AM,1/12/2025 12:00:00 PM,1/12/2025 7:00:00 AM,26.51,1.50,99702.74000,1560.72022,587.89752,205.23855,423.24321,16635.03,3706.50
1/12/2025 10:00:00 AM,1/12/2025 5:00:00 AM,1/12/2025 11:00:00 AM,1/12/2025 6:00:00 AM,42.91,2.39,96927.42100,2833.12247,542.05943,267.04110,365.90270,27172.50,4169.31
1/12/2025 9:00:00 AM,1/12/2025 4:00:00 AM,1/12/2025 10:00:00 AM,1/12/2025 5:00:00 AM,39.41,2.57,95499.61400,8460.09511,523.13297,259.78768,350.03828,23509.25,3962.72
1/12/2025 8:00:00 AM,1/12/2025 3:00:00 AM,1/12/2025 9:00:00 AM,1/12/2025 4:00:00 AM,16.27,1.37,94636.65700,2936.29088,360.06734,253.29785,166.56419,6863.33,1291.23
1/12/2025 7:00:00 AM,1/12/2025 2:00:00 AM,1/12/2025 8:00:00 AM,1/12/2025 3:00:00 AM,70.19,3.00,94705.25800,3086.36611,354.78678,239.60009,173.25431,28940.21,2722.66
1/12/2025 6:00:00 AM,1/12/2025 1:00:00 AM,1/12/2025 7:00:00 AM,1/12/2025 2:00:00 AM,12.53,4.17,95500.93700,1760.46099,376.70426,202.90972,219.60097,5327.25,3135.97
1/12/2025 5:00:00 AM,1/12/2025 12:00:00 AM,1/12/2025 6:00:00 AM,1/12/2025 1:00:00 AM,7.97,0.00,96953.20200,44.18870,376.96094,217.24770,219.47281,3489.11,0.00
1/12/2025 4:00:00 AM,1/11/2025 11:00:00 PM,1/12/2025 5:00:00 AM,1/12/2025 12:00:00 AM,28.23,2.51,99349.91900,4291.81549,582.23352,193.11471,436.72572,17865.96,3529.73
1/12/2025 3:00:00 AM,1/11/2025 10:00:00 PM,1/12/2025 4:00:00 AM,1/11/2025 11:00:00 PM,57.18,1.29,102340.68200,2478.09312,567.06138,218.55980,414.06830,36459.04,1698.01
1/12/2025 2:00:00 AM,1/11/2025 9:00:00 PM,1/12/2025 3:00:00 AM,1/11/2025 10:00:00 PM,55.64,0.88,105259.09300,7884.82133,561.72691,186.93992,416.71202,33898.87,1155.27
1/12/2025 1:00:00 AM,1/11/2025 8:00:00 PM,1/12/2025 2:00:00 AM,1/11/2025 9:00:00 PM,47.51,1.24,107242.40600,2672.47775,576.46351,178.10906,438.49734,28983.34,1633.52
1/12/2025 12:00:00 AM,1/11/2025 7:00:00 PM,1/12/2025 1:00:00 AM,1/11/2025 8:00:00 PM,125.71,0.83,108612.78200,27781.10843,560.81056,223.72860,406.91385,78163.15,1341.16
1/11/2025 11:00:00 PM,1/11/2025 6:00:00 PM,1/12/2025 12:00:00 AM,1/11/2025 7:00:00 PM,86.06,1.06,109634.66800,24622.36167,626.16517,157.83093,472.62938,52387.38,2534.70
1/11/2025 10:00:00 PM,1/11/2025 5:00:00 PM,1/11/2025 11:00:00 PM,1/11/2025 6:00:00 PM,35.68,2.58,108019.86200,19022.32796,643.33710,157.34813,479.44921,22757.06,4245.06
1/11/2025 9:00:00 PM,1/11/2025 4:00:00 PM,1/11/2025 10:00:00 PM,1/11/2025 5:00:00 PM,29.80,1.92,103729.70200,6457.51686,553.12034,215.04447,408.90170,18747.16,3601.44
1/11/2025 8:00:00 PM,1/11/2025 3:00:00 PM,1/11/2025 9:00:00 PM,1/11/2025 4:00:00 PM,20.25,3.28,101047.99000,1371.45152,383.68457,213.08630,225.27017,8916.99,3158.41
1/11/2025 7:00:00 PM,1/11/2025 2:00:00 PM,1/11/2025 8:00:00 PM,1/11/2025 3:00:00 PM,27.02,1.11,100384.36600,7757.07849,378.35203,276.69034,155.22322,11620.19,1241.18
1/11/2025 6:00:00 PM,1/11/2025 1:00:00 PM,1/11/2025 7:00:00 PM,1/11/2025 2:00:00 PM,21.18,0.00,101020.79700,704.06189,420.00201,216.90515,213.08270,9134.44,0.00
1/11/2025 5:00:00 PM,1/11/2025 12:00:00 PM,1/11/2025 6:00:00 PM,1/11/2025 1:00:00 PM,34.13,1.72,102444.29800,134.62568,419.53223,175.67050,245.82632,14410.70,2644.46
1/11/2025 4:00:00 PM,1/11/2025 11:00:00 AM,1/11/2025 5:00:00 PM,1/11/2025 12:00:00 PM,22.22,1.92,104059.22400,795.53668,383.38075,170.28685,244.14134,9156.75,1594.29
1/11/2025 3:00:00 PM,1/11/2025 10:00:00 AM,1/11/2025 4:00:00 PM,1/11/2025 11:00:00 AM,40.98,0.30,105409.50100,1506.56167,400.37479,184.40724,260.47063,17817.50,347.12
1/11/2025 2:00:00 PM,1/11/2025 9:00:00 AM,1/11/2025 3:00:00 PM,1/11/2025 10:00:00 AM,31.73,0.00,106271.18300,10936.38259,367.59254,195.73443,228.29688,13351.88,0.00
1/11/2025 1:00:00 PM,1/11/2025 8:00:00 AM,1/11/2025 2:00:00 PM,1/11/2025 9:00:00 AM,89.64,2.35,105459.31900,35505.46641,538.76338,243.24716,379.48267,55545.64,3349.28
1/11/2025 12:00:00 PM,1/11/2025 7:00:00 AM,1/11/2025 1:00:00 PM,1/11/2025 8:00:00 AM,184.48,0.80,103183.03200,16433.87172,542.38608,242.52284,374.39288,113754.42,966.09
1/11/2025 11:00:00 AM,1/11/2025 6:00:00 AM,1/11/2025 12:00:00 PM,1/11/2025 7:00:00 AM,33.74,1.01,100284.21600,14406.72670,544.46813,240.51534,378.71719,21043.28,1376.45
1/11/2025 10:00:00 AM,1/11/2025 5:00:00 AM,1/11/2025 11:00:00 AM,1/11/2025 6:00:00 AM,17.98,0.68,97855.53400,1081.03882,571.24324,251.87590,408.20105,11875.35,1577.94
1/11/2025 9:00:00 AM,1/11/2025 4:00:00 AM,1/11/2025 10:00:00 AM,1/11/2025 5:00:00 AM,27.64,1.32,96517.90700,3783.69309,523.70297,241.71478,353.21450,16281.63,1581.64
1/11/2025 8:00:00 AM,1/11/2025 3:00:00 AM,1/11/2025 9:00:00 AM,1/11/2025 4:00:00 AM,241.81,1.64,96073.80400,36152.54925,374.92668,264.43132,164.84149,102489.14,1182.10
1/11/2025 7:00:00 AM,1/11/2025 2:00:00 AM,1/11/2025 8:00:00 AM,1/11/2025 3:00:00 AM,286.62,0.94,96385.52200,57865.09867,375.75550,202.43967,225.79872,120700.28,1446.40
1/11/2025 6:00:00 AM,1/11/2025 1:00:00 AM,1/11/2025 7:00:00 AM,1/11/2025 2:00:00 AM,198.39,1.14,97530.41400,28861.26790,392.79412,190.99417,248.09191,87534.59,1491.98
1/11/2025 5:00:00 AM,1/11/2025 12:00:00 AM,1/11/2025 6:00:00 AM,1/11/2025 1:00:00 AM,119.01,3.44,99277.50800,36012.74190,372.65050,201.28912,221.61882,48719.52,2669.94
1/11/2025 4:00:00 AM,1/10/2025 11:00:00 PM,1/11/2025 5:00:00 AM,1/11/2025 12:00:00 AM,95.00,0.77,102154.05000,20485.59910,556.92901,250.25343,391.36099,59640.45,1428.42
1/11/2025 3:00:00 AM,1/10/2025 10:00:00 PM,1/11/2025 4:00:00 AM,1/10/2025 11:00:00 PM,41.96,0.59,105761.81300,4072.52885,567.62312,254.48447,397.09081,27471.94,1126.60
1/11/2025 2:00:00 AM,1/10/2025 9:00:00 PM,1/11/2025 3:00:00 AM,1/10/2025 10:00:00 PM,35.53,0.78,109499.18400,283.08727,557.70352,261.73045,376.48876,22756.54,1466.89
1/11/2025 1:00:00 AM,1/10/2025 8:00:00 PM,1/11/2025 2:00:00 AM,1/10/2025 9:00:00 PM,74.01,1.06,111916.42700,10093.51112,551.39680,246.85995,383.95679,46648.76,1955.73
1/11/2025 12:00:00 AM,1/10/2025 7:00:00 PM,1/11/2025 1:00:00 AM,1/10/2025 8:00:00 PM,77.38,0.91,114015.73000,679.70440,549.61457,250.88374,377.75044,48679.23,1684.63
1/10/2025 11:00:00 PM,1/10/2025 6:00:00 PM,1/11/2025 12:00:00 AM,1/10/2025 7:00:00 PM,142.96,0.00,115755.63500,11731.74042,560.29415,267.50915,373.62014,89960.56,0.00
1/10/2025 10:00:00 PM,1/10/2025 5:00:00 PM,1/10/2025 11:00:00 PM,1/10/2025 6:00:00 PM,69.35,0.00,115568.34100,18151.31835,552.68121,263.33200,369.76883,44187.83,0.00
1/10/2025 9:00:00 PM,1/10/2025 4:00:00 PM,1/10/2025 10:00:00 PM,1/10/2025 5:00:00 PM,62.66,1.51,112123.02500,13980.73692,532.91144,254.46296,355.60330,38337.85,1708.16
1/10/2025 8:00:00 PM,1/10/2025 3:00:00 PM,1/10/2025 9:00:00 PM,1/10/2025 4:00:00 PM,19.56,0.00,110346.22100,332.48758,377.55666,253.89128,178.53478,8294.52,0.00
1/10/2025 7:00:00 PM,1/10/2025 2:00:00 PM,1/10/2025 8:00:00 PM,1/10/2025 3:00:00 PM,15.01,0.00,110519.94500,0.00963,392.56319,342.00104,107.14813,6758.97,0.00
1/10/2025 6:00:00 PM,1/10/2025 1:00:00 PM,1/10/2025 7:00:00 PM,1/10/2025 2:00:00 PM,44.92,0.00,110854.42300,2432.21649,379.29356,311.18493,123.07044,19625.13,0.00
1/10/2025 5:00:00 PM,1/10/2025 12:00:00 PM,1/10/2025 6:00:00 PM,1/10/2025 1:00:00 PM,14.64,0.00,111256.40100,0.02043,394.83937,300.62925,151.45024,6636.26,0.00
1/10/2025 4:00:00 PM,1/10/2025 11:00:00 AM,1/10/2025 5:00:00 PM,1/10/2025 12:00:00 PM,111.41,0.53,113148.17400,16992.63191,378.39334,292.63842,141.02168,48557.84,561.01
1/10/2025 3:00:00 PM,1/10/2025 10:00:00 AM,1/10/2025 4:00:00 PM,1/10/2025 11:00:00 AM,115.07,0.00,115890.95700,667.08619,371.74681,259.44452,168.06803,50291.25,0.00
1/10/2025 2:00:00 PM,1/10/2025 9:00:00 AM,1/10/2025 3:00:00 PM,1/10/2025 10:00:00 AM,82.10,0.34,118741.25000,4715.64211,431.35273,167.67649,265.61030,35684.64,324.38
1/10/2025 1:00:00 PM,1/10/2025 8:00:00 AM,1/10/2025 2:00:00 PM,1/10/2025 9:00:00 AM,89.54,1.09,121401.22900,16659.50172,598.23788,169.45538,430.13821,54283.56,1407.67
1/10/2025 12:00:00 PM,1/10/2025 7:00:00 AM,1/10/2025 1:00:00 PM,1/10/2025 8:00:00 AM,85.38,0.94,121630.05300,2549.08394,588.62089,223.53662,366.48673,50184.00,1107.18
1/10/2025 11:00:00 AM,1/10/2025 6:00:00 AM,1/10/2025 12:00:00 PM,1/10/2025 7:00:00 AM,41.12,2.50,117617.11000,5947.78463,591.32530,163.47846,429.22626,24996.13,3069.38
1/10/2025 10:00:00 AM,1/10/2025 5:00:00 AM,1/10/2025 11:00:00 AM,1/10/2025 6:00:00 AM,88.91,0.15,111591.87500,8679.43114,564.56998,242.83409,409.29807,57995.89,1121.12
1/10/2025 9:00:00 AM,1/10/2025 4:00:00 AM,1/10/2025 10:00:00 AM,1/10/2025 5:00:00 AM,235.97,0.98,107707.90500,38705.21662,568.73611,214.67579,407.98918,150323.64,1621.84
1/10/2025 8:00:00 AM,1/10/2025 3:00:00 AM,1/10/2025 9:00:00 AM,1/10/2025 4:00:00 AM,296.36,0.00,105958.92700,12452.08018,364.08843,199.15315,193.68179,118363.01,0.00
1/10/2025 7:00:00 AM,1/10/2025 2:00:00 AM,1/10/2025 8:00:00 AM,1/10/2025 3:00:00 AM,366.91,0.00,105641.02500,99914.39217,389.16484,206.49956,224.59318,158055.57,0.00
1/10/2025 6:00:00 AM,1/10/2025 1:00:00 AM,1/10/2025 7:00:00 AM,1/10/2025 2:00:00 AM,15.82,1.52,106112.74300,2963.98237,381.85733,232.90242,208.18454,6976.70,1818.98
1/10/2025 5:00:00 AM,1/10/2025 12:00:00 AM,1/10/2025 6:00:00 AM,1/10/2025 1:00:00 AM,43.01,0.00,107603.55000,13648.38408,365.14063,263.26749,158.25046,18101.83,0.00
1/10/2025 4:00:00 AM,1/9/2025 11:00:00 PM,1/10/2025 5:00:00 AM,1/10/2025 12:00:00 AM,77.18,0.00,110126.41400,3144.04940,518.41788,288.14608,308.05894,46322.51,0.00
1/10/2025 3:00:00 AM,1/9/2025 10:00:00 PM,1/10/2025 4:00:00 AM,1/9/2025 11:00:00 PM,107.59,0.00,113669.24900,31532.46091,530.41424,239.04167,349.56164,63325.48,0.00
1/10/2025 2:00:00 AM,1/9/2025 9:00:00 PM,1/10/2025 3:00:00 AM,1/9/2025 10:00:00 PM,65.52,2.45,117413.21000,6768.12430,591.20335,180.22301,412.25957,38567.71,3336.79
1/10/2025 1:00:00 AM,1/9/2025 8:00:00 PM,1/10/2025 2:00:00 AM,1/9/2025 9:00:00 PM,42.99,2.04,119544.08000,12753.76472,612.14326,160.54889,452.95801,26162.53,2575.67
1/10/2025 12:00:00 AM,1/9/2025 7:00:00 PM,1/10/2025 1:00:00 AM,1/9/2025 8:00:00 PM,60.99,1.20,120615.47700,11767.73122,592.46315,159.27521,434.57781,35622.64,2088.29
1/9/2025 11:00:00 PM,1/9/2025 6:00:00 PM,1/10/2025 12:00:00 AM,1/9/2025 7:00:00 PM,82.21,1.51,120996.97600,5225.94280,633.58436,218.32466,398.79049,49071.65,3129.96
1/9/2025 10:00:00 PM,1/9/2025 5:00:00 PM,1/9/2025 11:00:00 PM,1/9/2025 6:00:00 PM,84.72,1.10,118483.86000,6522.20205,597.14277,165.26313,433.29342,50862.22,1815.11
1/9/2025 9:00:00 PM,1/9/2025 4:00:00 PM,1/9/2025 10:00:00 PM,1/9/2025 5:00:00 PM,60.37,0.75,112528.68700,22852.98032,512.47592,220.67344,350.71278,34885.52,877.03
1/9/2025 8:00:00 PM,1/9/2025 3:00:00 PM,1/9/2025 9:00:00 PM,1/9/2025 4:00:00 PM,57.38,1.66,109247.30600,7404.04971,378.37531,186.72692,220.58685,21886.22,1274.89
1/9/2025 7:00:00 PM,1/9/2025 2:00:00 PM,1/9/2025 8:00:00 PM,1/9/2025 3:00:00 PM,17.85,0.57,108478.33900,1743.73360,399.33553,280.93965,148.42833,7615.62,1083.68
1/9/2025 6:00:00 PM,1/9/2025 1:00:00 PM,1/9/2025 7:00:00 PM,1/9/2025 2:00:00 PM,59.59,0.00,109604.10500,12610.09992,397.99867,321.39235,133.55525,26651.00,0.00
1/9/2025 5:00:00 PM,1/9/2025 12:00:00 PM,1/9/2025 6:00:00 PM,1/9/2025 1:00:00 PM,27.31,0.00,111371.63900,9941.35023,365.16588,305.70845,112.40285,11301.45,0.00
1/9/2025 4:00:00 PM,1/9/2025 11:00:00 AM,1/9/2025 5:00:00 PM,1/9/2025 12:00:00 PM,50.51,0.64,113595.33900,22686.64307,398.93198,312.62661,144.28473,23473.20,2241.14
1/9/2025 3:00:00 PM,1/9/2025 10:00:00 AM,1/9/2025 4:00:00 PM,1/9/2025 11:00:00 AM,21.48,3.42,116633.95200,1880.58335,370.69739,243.32573,181.33925,9160.48,3265.11
1/9/2025 2:00:00 PM,1/9/2025 9:00:00 AM,1/9/2025 3:00:00 PM,1/9/2025 10:00:00 AM,31.22,0.00,120268.37800,24.92997,351.12192,220.95065,182.31552,12521.99,0.00
1/9/2025 1:00:00 PM,1/9/2025 8:00:00 AM,1/9/2025 2:00:00 PM,1/9/2025 9:00:00 AM,101.49,0.00,123624.04100,1782.82500,516.78233,294.77540,288.87232,59247.56,0.00
1/9/2025 12:00:00 PM,1/9/2025 7:00:00 AM,1/9/2025 1:00:00 PM,1/9/2025 8:00:00 AM,115.36,0.00,123679.36500,12530.01617,648.56932,162.11425,467.41073,72574.11,0.00
1/9/2025 11:00:00 AM,1/9/2025 6:00:00 AM,1/9/2025 12:00:00 PM,1/9/2025 7:00:00 AM,124.19,1.62,119063.49600,10571.02015,609.88845,160.80043,424.41545,72991.62,1898.63
1/9/2025 10:00:00 AM,1/9/2025 5:00:00 AM,1/9/2025 11:00:00 AM,1/9/2025 6:00:00 AM,44.99,0.30,112841.81400,2818.95801,642.33577,143.18103,500.49189,28944.67,795.12
1/9/2025 9:00:00 AM,1/9/2025 4:00:00 AM,1/9/2025 10:00:00 AM,1/9/2025 5:00:00 AM,39.58,1.64,108355.11600,7552.78573,560.10502,241.70174,407.41263,25788.98,3476.18
1/9/2025 8:00:00 AM,1/9/2025 3:00:00 AM,1/9/2025 9:00:00 AM,1/9/2025 4:00:00 AM,40.37,2.22,106377.35800,3800.11934,373.27899,202.06456,229.01383,17410.48,2022.28
1/9/2025 7:00:00 AM,1/9/2025 2:00:00 AM,1/9/2025 8:00:00 AM,1/9/2025 3:00:00 AM,105.86,1.60,105773.85700,621.53125,370.43633,199.13106,225.18550,45009.68,1443.20
1/9/2025 6:00:00 AM,1/9/2025 1:00:00 AM,1/9/2025 7:00:00 AM,1/9/2025 2:00:00 AM,112.17,2.77,106056.27600,6684.46537,374.96027,187.55640,235.07237,47291.86,2245.50
1/9/2025 5:00:00 AM,1/9/2025 12:00:00 AM,1/9/2025 6:00:00 AM,1/9/2025 1:00:00 AM,128.07,4.14,107151.59800,50339.40270,377.07791,202.57586,225.88168,54993.65,3432.53
1/9/2025 4:00:00 AM,1/8/2025 11:00:00 PM,1/9/2025 5:00:00 AM,1/9/2025 12:00:00 AM,100.96,1.73,109468.81300,21745.44628,527.57634,249.37498,347.71252,60086.37,2724.13
1/9/2025 3:00:00 AM,1/8/2025 10:00:00 PM,1/9/2025 4:00:00 AM,1/8/2025 11:00:00 PM,132.58,3.11,113185.65900,29569.95013,538.83649,251.61275,359.78292,82030.48,3541.62
1/9/2025 2:00:00 AM,1/8/2025 9:00:00 PM,1/9/2025 3:00:00 AM,1/8/2025 10:00:00 PM,52.99,0.00,117164.30400,8982.51093,568.44975,246.64435,349.38103,31589.00,0.00
1/9/2025 1:00:00 AM,1/8/2025 8:00:00 PM,1/9/2025 2:00:00 AM,1/8/2025 9:00:00 PM,55.09,1.90,119776.49300,6871.75769,622.98391,187.82365,413.56242,32728.26,3673.46
1/9/2025 12:00:00 AM,1/8/2025 7:00:00 PM,1/9/2025 1:00:00 AM,1/8/2025 8:00:00 PM,67.34,1.04,121017.33300,3288.79703,622.34604,237.43567,364.14692,39635.10,1303.09
1/8/2025 11:00:00 PM,1/8/2025 6:00:00 PM,1/9/2025 12:00:00 AM,1/8/2025 7:00:00 PM,63.94,0.00,121765.93100,18804.36728,621.45157,252.30232,358.51893,38893.81,0.00
1/8/2025 10:00:00 PM,1/8/2025 5:00:00 PM,1/8/2025 11:00:00 PM,1/8/2025 6:00:00 PM,85.30,1.88,120380.62400,11544.03383,625.10489,166.03474,460.47942,54069.65,2138.11
1/8/2025 9:00:00 PM,1/8/2025 4:00:00 PM,1/8/2025 10:00:00 PM,1/8/2025 5:00:00 PM,90.42,1.90,115528.14900,16536.01992,555.23173,224.42887,370.09414,53405.80,2370.80
1/8/2025 8:00:00 PM,1/8/2025 3:00:00 PM,1/8/2025 9:00:00 PM,1/8/2025 4:00:00 PM,65.40,2.31,112046.57800,33354.53807,384.96409,223.46937,212.76811,29004.90,1812.47
1/8/2025 7:00:00 PM,1/8/2025 2:00:00 PM,1/8/2025 8:00:00 PM,1/8/2025 3:00:00 PM,27.62,0.00,110589.54800,10395.34141,420.37555,294.59800,148.15294,12211.92,0.00
1/8/2025 6:00:00 PM,1/8/2025 1:00:00 PM,1/8/2025 7:00:00 PM,1/8/2025 2:00:00 PM,19.90,1.30,110480.56200,7115.52819,406.92024,294.71695,135.55035,8597.36,1718.24
1/8/2025 5:00:00 PM,1/8/2025 12:00:00 PM,1/8/2025 6:00:00 PM,1/8/2025 1:00:00 PM,49.05,1.22,111153.26200,15373.69702,404.95660,232.78957,185.24740,20701.77,1527.01
1/8/2025 4:00:00 PM,1/8/2025 11:00:00 AM,1/8/2025 5:00:00 PM,1/8/2025 12:00:00 PM,30.32,0.00,112089.93500,1609.12048,401.09042,241.37609,171.00316,12568.99,0.00
1/8/2025 3:00:00 PM,1/8/2025 10:00:00 AM,1/8/2025 4:00:00 PM,1/8/2025 11:00:00 AM,30.88,0.00,113863.87400,604.48492,399.75462,155.15525,246.53333,12517.23,0.00
1/8/2025 2:00:00 PM,1/8/2025 9:00:00 AM,1/8/2025 3:00:00 PM,1/8/2025 10:00:00 AM,31.39,0.92,116775.54400,244.66743,445.11132,154.09769,292.21831,14056.52,1046.31
1/8/2025 1:00:00 PM,1/8/2025 8:00:00 AM,1/8/2025 2:00:00 PM,1/8/2025 9:00:00 AM,94.83,0.00,119146.62800,5065.98204,607.97465,225.70114,383.68472,57865.79,0.00
1/8/2025 12:00:00 PM,1/8/2025 7:00:00 AM,1/8/2025 1:00:00 PM,1/8/2025 8:00:00 AM,61.88,1.24,118764.53900,6861.43100,596.09795,237.91062,359.60488,37135.92,2059.75
1/8/2025 11:00:00 AM,1/8/2025 6:00:00 AM,1/8/2025 12:00:00 PM,1/8/2025 7:00:00 AM,33.86,0.00,114069.51500,1031.92820,620.15929,157.62290,437.00742,20731.03,0.00
1/8/2025 10:00:00 AM,1/8/2025 5:00:00 AM,1/8/2025 11:00:00 AM,1/8/2025 6:00:00 AM,47.41,2.66,107673.62400,1652.51236,554.16228,239.33565,395.59245,30104.60,4478.04
1/8/2025 9:00:00 AM,1/8/2025 4:00:00 AM,1/8/2025 10:00:00 AM,1/8/2025 5:00:00 AM,34.98,0.60,103548.99000,2093.84494,543.44708,227.12377,382.56506,21585.68,1082.47
1/8/2025 8:00:00 AM,1/8/2025 3:00:00 AM,1/8/2025 9:00:00 AM,1/8/2025 4:00:00 AM,81.25,1.36,101773.43600,16900.77419,377.53045,178.31367,251.31352,35145.06,941.92
1/8/2025 7:00:00 AM,1/8/2025 2:00:00 AM,1/8/2025 8:00:00 AM,1/8/2025 3:00:00 AM,31.34,0.82,101469.86500,1267.43464,369.93681,182.69001,246.03803,12929.54,1159.48
1/8/2025 6:00:00 AM,1/8/2025 1:00:00 AM,1/8/2025 7:00:00 AM,1/8/2025 2:00:00 AM,64.38,0.33,101974.80000,5804.68856,406.00295,143.57340,281.29818,27309.89,777.91
1/8/2025 5:00:00 AM,1/8/2025 12:00:00 AM,1/8/2025 6:00:00 AM,1/8/2025 1:00:00 AM,84.79,1.44,103294.74900,10846.75788,365.99423,194.77406,227.54036,35952.18,1421.20
1/8/2025 4:00:00 AM,1/7/2025 11:00:00 PM,1/8/2025 5:00:00 AM,1/8/2025 12:00:00 AM,82.29,0.63,105936.44700,21571.44358,604.01608,177.46319,450.68285,52063.66,1009.74
1/8/2025 3:00:00 AM,1/7/2025 10:00:00 PM,1/8/2025 4:00:00 AM,1/7/2025 11:00:00 PM,52.36,0.60,109966.63600,8036.49020,603.69226,177.52342,450.11612,32647.37,757.57
1/8/2025 2:00:00 AM,1/7/2025 9:00:00 PM,1/8/2025 3:00:00 AM,1/7/2025 10:00:00 PM,35.88,1.22,114295.47000,721.95396,594.92306,182.31640,436.99128,22192.77,2634.01
1/8/2025 1:00:00 AM,1/7/2025 8:00:00 PM,1/8/2025 2:00:00 AM,1/7/2025 9:00:00 PM,34.23,2.02,117228.54400,5076.80076,648.49946,182.29077,448.37066,21621.39,3399.98
1/8/2025 12:00:00 AM,1/7/2025 7:00:00 PM,1/8/2025 1:00:00 AM,1/7/2025 8:00:00 PM,49.66,1.72,118802.56500,5543.14807,632.77133,178.69107,432.89689,31111.99,3113.51
1/7/2025 11:00:00 PM,1/7/2025 6:00:00 PM,1/8/2025 12:00:00 AM,1/7/2025 7:00:00 PM,52.72,0.43,119911.73900,8061.90949,629.57001,249.47217,359.17722,32227.16,646.51
