interval_start_utc,Z_MAINE,Z_NEMASSBOST,Z_NEWHAMPSHIRE,Z_RHODEISLAND,Z_SEMASS,Z_VERMONT,Z_WCMASS,Z_CONNECTICUT
2025-01-01 18:00:00+00:00,0.16801722757831417,0.1675270260865615,0.16645593712770224,0.16746833758471855,0.16752349984973208,0.15563933556378792,0.1661972314500448,0.16597057789732034
2025-01-02 00:00:00+00:00,0.06554146707949644,0.06496473982850791,0.06691904350521011,0.06191189005150264,0.06468552347632879,0.06771547361541963,0.06422342661425892,0.0627721722167428
2025-01-02 06:00:00+00:00,0.15013663884909786,0.15280520851812351,0.15356557435136836,0.15018308431609198,0.15149625080304316,0.15333285922902257,0.1506194903872015,0.14692833332161467
2025-01-02 12:00:00+00:00,0.0731083535793079,0.07196113639891892,0.07060945931273872,0.07069202662798035,0.07146375686409599,0.06693211425360666,0.0722039475976372,0.07256495909523322
2025-01-02 18:00:00+00:00,0.07363891145382188,0.0724658926438316,0.0725741596244061,0.0704360756208845,0.07235285048215001,0.06982352162722678,0.071763640120713,0.0740145156971847
2025-01-03 00:00:00+00:00,0.10118637661653412,0.09940162275091273,0.10183335311455238,0.09325706792929121,0.09667636181391329,0.10511640090772936,0.09731016901408059,0.09730932163567127
2025-01-03 06:00:00+00:00,0.11698479365894203,0.11704769561608859,0.11646310740015924,0.11616219199507385,0.11716581348671384,0.11033059013506583,0.11536486202060613,0.1138972179604041
2025-01-03 12:00:00+00:00,0.03360103040604105,0.032380493158557,0.032659828129697255,0.03275181875201606,0.03284446382147493,0.03347651143752276,0.03462135732814552,0.03561041890743592
2025-01-03 18:00:00+00:00,0.14193700333852424,0.1485993450834734,0.1465735491726206,0.1482894800757258,0.14969535185522126,0.14388253239438126,0.14758520815788181,0.14820940740614852
2025-01-04 00:00:00+00:00,0.04237147481292986,0.04502411288847534,0.04516239587501533,0.0421329205911781,0.04440499898346306,0.04863321804534362,0.04565478533758351,0.046037105954018935
2025-01-04 06:00:00+00:00,0.13075457817385314,0.13279698409293492,0.13231568707317426,0.13493064551338504,0.1333951231489284,0.13288380266054092,0.13314498320324067,0.13276218102021203
2025-01-04 12:00:00+00:00,0.0756027463269565,0.07726413160026369,0.07805832257534377,0.07928151098392784,0.07652216211948243,0.08156192572822625,0.07977333307427456,0.08678214904306851
2025-01-04 18:00:00+00:00,0.2595361904271788,0.26053306382118546,0.2598855637432949,0.2576131955531908,0.2596817914210422,0.2549329788994357,0.2578995663449967,0.25339558044492616
2025-01-05 00:00:00+00:00,0.10049179192230757,0.10262216774047199,0.10211992341312022,0.10068884017064055,0.10214438824111483,0.09621543600231604,0.10132666332927426,0.09969535758852957
2025-01-05 06:00:00+00:00,0.052323554008743244,0.052664079469278466,0.052539412172551155,0.052328519613963835,0.05246086604843514,0.05317883451833779,0.05317028691947772,0.052512861301763115
2025-01-05 12:00:00+00:00,0.06329727268504727,0.06279556932435262,0.06348535879501013,0.06199221480685545,0.062282658723464966,0.0631303750149149,0.06189418740898367,0.06067683867344516
2025-01-05 18:00:00+00:00,0.22054451009826612,0.22370079726171954,0.22325552139941685,0.2224102299294815,0.2234677326974799,0.21969819990364564,0.2219162584311573,0.22105113458121028
2025-01-06 00:00:00+00:00,0.1871969857504347,0.1901630995628853,0.19102209136601409,0.1887162884796479,0.18976577200353248,0.19069778778554697,0.1877156489905254,0.185433592289893
2025-01-06 06:00:00+00:00,0.18114636733955283,0.17984047323835545,0.18150907811787192,0.17938352642860314,0.1791454440339086,0.1796825107391719,0.17920513278335334,0.17717386986505826
2025-01-06 12:00:00+00:00,0.05657718822337764,0.05595715530861992,0.05602946834364784,0.05768128150415481,0.05605940115422047,0.05709238161718025,0.05570622745522715,0.05625577284847145
2025-01-06 18:00:00+00:00,0.1651958078228337,0.16803748598742346,0.16458382337346678,0.19686340954423825,0.1817852842641297,0.15820801471150026,0.1615622158876236,0.1528716841069676
2025-01-07 00:00:00+00:00,0.11397464624088825,0.11652298888381155,0.11642178196809277,0.1289774045145848,0.12336370750701858,0.11304599587572926,0.11516812354272468,0.11326809591463294
2025-01-07 06:00:00+00:00,0.1551080580044925,0.155850743438321,0.15663927707342112,0.15002867965364008,0.15510488805943254,0.156372332157434,0.1537868890589835,0.15331871928266558
2025-01-07 12:00:00+00:00,0.225097770641092,0.2237321455617008,0.2223079303016674,0.21741670702341742,0.2213153974456839,0.22131791598404363,0.2214353302584811,0.22082762011499268
2025-01-07 18:00:00+00:00,0.1390741317222369,0.1405388690976427,0.13968296123476726,0.13481426036599925,0.13933281994520239,0.13077261484639596,0.13939752937271757,0.1384772128823106
2025-01-08 00:00:00+00:00,0.06783643940409041,0.06935219371649055,0.06933992319388928,0.06549642241670846,0.06898552099568048,0.07014926270469031,0.06979809866792862,0.06936029735651406
2025-01-08 06:00:00+00:00,0.10742632338815271,0.10510854393887029,0.10424303078665495,0.09822294058313737,0.10309129298532847,0.09838311250804711,0.10102468954426037,0.09633435507128676
2025-01-08 12:00:00+00:00,0.1497497115542967,0.14839334344814378,0.14689069306466399,0.1393273678716535,0.14490450148708647,0.14553990500996333,0.1459015931216802,0.14275260912750773
2025-01-08 18:00:00+00:00,0.16611862428373156,0.16485087637347395,0.16328022106332887,0.17780857448159043,0.1722774007158729,0.15592440814929837,0.1605780146230234,0.15346994479011655
2025-01-09 00:00:00+00:00,0.10547234853921182,0.1030381811111575,0.10311354760464106,0.11538243834747017,0.11103626251957176,0.09173783564001299,0.09698858318801361,0.08533249983289445
2025-01-09 06:00:00+00:00,0.11994404215590011,0.11617727079524437,0.11607913446097132,0.11175907502001022,0.11511737476599888,0.11057067044142749,0.11406097775176724,0.11023379930891435
2025-01-09 12:00:00+00:00,0.18815503151706606,0.18505554499306,0.1817032651039499,0.18389282151870573,0.1850955257905062,0.17129735211720318,0.18068328509479542,0.17799747061766624
2025-01-09 18:00:00+00:00,0.14132418478427544,0.1379527697799422,0.13641681258856608,0.1343283260810724,0.13670702064715162,0.1278045009790751,0.13372976557346453,0.1302786008076104
2025-01-10 00:00:00+00:00,0.12822339318707082,0.12728298653934883,0.1294172827873472,0.12031078050921772,0.12553141085001,0.12721413367402842,0.12430080783544283,0.11773443621275743
2025-01-10 06:00:00+00:00,0.2008998425764555,0.20207473111490631,0.20310479557341604,0.19704043046847652,0.2003032762157353,0.20348955051785664,0.2015804103586148,0.2007444097893153
2025-01-10 12:00:00+00:00,0.24767172632237094,0.2541346150393002,0.25017348632323755,0.2526535822822998,0.2541211619516019,0.2436214126831462,0.25149720655964003,0.24703267088635636
2025-01-10 18:00:00+00:00,0.20572614053769564,0.20544824054837002,0.2040919635967935,0.20463831550066225,0.20550642762247096,0.19706943820558773,0.203479010906888,0.1994590435963583
2025-01-11 00:00:00+00:00,0.0972463875467147,0.10117232424509942,0.10082254704895802,0.09692335501447363,0.0992560762270091,0.10229756922484416,0.10044102155480032,0.10024611490090972
2025-01-11 06:00:00+00:00,0.03778760123769108,0.04275773325401954,0.04234050918930172,0.043060206087781605,0.0429891973012098,0.04389691335321523,0.04314763959210436,0.04383265869588486
2025-01-11 12:00:00+00:00,0.08043277109585814,0.08343629576981801,0.08393155931977235,0.08252305337677726,0.0831817427420266,0.0846612732799621,0.08451856993340179,0.08614683512628765
2025-01-11 18:00:00+00:00,0.155538392448537,0.15543529535782408,0.15437446407007763,0.15441296975373742,0.1552522965062548,0.15230197392629335,0.15487230164380972,0.1545941201918263
2025-01-12 00:00:00+00:00,0.08400567144571068,0.0883478759667141,0.09148359985544967,0.08329139119552081,0.08725367615689378,0.09307417721614115,0.08824053036785658,0.08770250608841848
2025-01-12 06:00:00+00:00,0.002779885194296567,0.00241611354299575,0.002215935353240865,0.0069945345651253625,0.0038922505756583455,0.00519611317994962,0.003915532967346072,0.005749128848996027
